,0
0,0.6815066337585449
1,0.6814592480659485
2,0.6814101934432983
3,0.6813591122627258
4,0.6813060641288757
5,0.6812512278556824
6,0.6811948418617249
7,0.6811366677284241
8,0.6810768842697144
9,0.68101567029953
10,0.6809529066085815
11,0.6808885335922241
12,0.6808229684829712
13,0.6807558536529541
14,0.6806873083114624
15,0.6806175708770752
16,0.6805465221405029
17,0.6804741024971008
18,0.6804004907608032
19,0.6803257465362549
20,0.680249810218811
21,0.6801725029945374
22,0.6800940036773682
23,0.6800146102905273
24,0.6799340844154358
25,0.6798523664474487
26,0.6797695755958557
27,0.6796857714653015
28,0.679600715637207
29,0.6795147061347961
30,0.6794277429580688
31,0.6793397665023804
32,0.6792505979537964
33,0.6791605353355408
34,0.6790696978569031
35,0.6789776086807251
36,0.6788845658302307
37,0.6787906885147095
38,0.678695797920227
39,0.678600013256073
40,0.6785033941268921
41,0.6784055233001709
42,0.6783071756362915
43,0.6782077550888062
44,0.6781074404716492
45,0.6780062913894653
46,0.6779043078422546
47,0.6778016090393066
48,0.6776978969573975
49,0.6775934100151062
50,0.6774883270263672
51,0.6773823499679565
52,0.677275538444519
53,0.6771678328514099
54,0.6770594716072083
55,0.6769502758979797
56,0.6768403053283691
57,0.6767296195030212
58,0.6766180992126465
59,0.6765057444572449
60,0.6763927936553955
61,0.6762789487838745
62,0.6761643290519714
63,0.6760491132736206
64,0.6759331822395325
65,0.6758163571357727
66,0.67569899559021
67,0.6755809187889099
68,0.6754621863365173
69,0.6753426790237427
70,0.6752225756645203
71,0.6751014590263367
72,0.6749801635742188
73,0.6748578548431396
74,0.6747349500656128
75,0.6746112108230591
76,0.6744867563247681
77,0.6743617057800293
78,0.6742359399795532
79,0.6741095185279846
80,0.6739824414253235
81,0.6738547086715698
82,0.6737262606620789
83,0.6735971570014954
84,0.6734673380851746
85,0.6733369827270508
86,0.6732058525085449
87,0.6730740070343018
88,0.6729416847229004
89,0.6728087067604065
90,0.6726750135421753
91,0.6725407838821411
92,0.6724058985710144
93,0.6722704768180847
94,0.6721343398094177
95,0.6719974875450134
96,0.6718601584434509
97,0.6717219352722168
98,0.6715832948684692
99,0.6714439392089844
100,0.6713041067123413
101,0.6711636781692505
102,0.6710224747657776
103,0.6708807945251465
104,0.6707383394241333
105,0.6705954074859619
106,0.6704518795013428
107,0.6703076362609863
108,0.6701627373695374
109,0.6700176000595093
110,0.66987144947052
111,0.6697250604629517
112,0.669577956199646
113,0.6694304347038269
114,0.669282078742981
115,0.6691333055496216
116,0.6689838767051697
117,0.66883385181427
118,0.6686832904815674
119,0.6685320138931274
120,0.6683803796768188
121,0.6682280898094177
122,0.6680753231048584
123,0.6679219603538513
124,0.6677679419517517
125,0.6676134467124939
126,0.6674584150314331
127,0.6673027873039246
128,0.6671467423439026
129,0.6669899225234985
130,0.6668326258659363
131,0.6666748523712158
132,0.6665164828300476
133,0.6663575768470764
134,0.6661980748176575
135,0.6660382747650146
136,0.6658776998519897
137,0.6657166481018066
138,0.6655550003051758
139,0.6653929948806763
