,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.001999999862164259
117,0.001999999862164259
118,0.001999999862164259
119,0.001999999862164259
120,0.001999999862164259
121,0.001999999862164259
122,0.001999999862164259
123,0.001999999862164259
124,0.001999999862164259
125,0.001999999862164259
126,0.0026666666381061077
127,0.0026666666381061077
128,0.0026666666381061077
129,0.0026666666381061077
130,0.0026666666381061077
131,0.0026666666381061077
132,0.0026666666381061077
133,0.0026666666381061077
134,0.0026666666381061077
135,0.0026666666381061077
136,0.0026666666381061077
137,0.0026666666381061077
138,0.0026666666381061077
139,0.0026666666381061077
140,0.0026666666381061077
141,0.0026666666381061077
142,0.0026666666381061077
143,0.0026666666381061077
144,0.0026666666381061077
145,0.0026666666381061077
146,0.0026666666381061077
147,0.0026666666381061077
148,0.0026666666381061077
149,0.0033333334140479565
150,0.0033333334140479565
151,0.0033333334140479565
152,0.003999999724328518
153,0.003999999724328518
154,0.003999999724328518
155,0.003999999724328518
156,0.003999999724328518
157,0.003999999724328518
158,0.003999999724328518
159,0.003999999724328518
160,0.003999999724328518
161,0.004666666500270367
162,0.005333333276212215
163,0.006000000052154064
164,0.006000000052154064
165,0.006000000052154064
166,0.006000000052154064
167,0.006000000052154064
168,0.006000000052154064
169,0.006000000052154064
170,0.006000000052154064
171,0.006000000052154064
172,0.006000000052154064
173,0.006000000052154064
174,0.006000000052154064
175,0.006000000052154064
176,0.006000000052154064
177,0.006000000052154064
178,0.006000000052154064
179,0.006000000052154064
180,0.006000000052154064
181,0.006000000052154064
182,0.006666666828095913
183,0.007333333138376474
184,0.007333333138376474
185,0.007999999448657036
186,0.007999999448657036
187,0.007999999448657036
188,0.008666666224598885
189,0.009999999776482582
190,0.01133333332836628
191,0.01133333332836628
192,0.01133333332836628
193,0.01133333332836628
194,0.012000000104308128
195,0.012000000104308128
196,0.012000000104308128
197,0.012666666880249977
198,0.013333333656191826
199,0.013333333656191826
200,0.0139999995008111
201,0.01599999889731407
202,0.01666666567325592
203,0.01666666567325592
204,0.01666666567325592
205,0.01666666567325592
206,0.01666666567325592
207,0.01666666567325592
208,0.01733333244919777
209,0.017999999225139618
210,0.017999999225139618
211,0.019999999552965164
212,0.02133333310484886
213,0.02199999988079071
214,0.023333333432674408
215,0.024000000208616257
216,0.026000000536441803
217,0.026000000536441803
218,0.026000000536441803
219,0.026000000536441803
220,0.02666666731238365
221,0.02733333222568035
222,0.02733333222568035
223,0.02866666577756405
224,0.029333332553505898
225,0.029999999329447746
226,0.030666666105389595
227,0.03133333474397659
228,0.03133333474397659
229,0.03266666457056999
230,0.03333333134651184
231,0.03333333134651184
232,0.03399999812245369
233,0.03399999812245369
234,0.03399999812245369
235,0.03466666489839554
236,0.03533333167433739
237,0.03533333167433739
238,0.035999998450279236
239,0.035999998450279236
240,0.036666665226221085
241,0.03799999877810478
242,0.03866666555404663
243,0.03933333232998848
244,0.03933333232998848
245,0.03999999910593033
246,0.04066666588187218
247,0.041999999433755875
248,0.04266666620969772
249,0.04266666620969772
250,0.04266666620969772
251,0.04266666620969772
252,0.04399999976158142
253,0.04533333331346512
254,0.04533333331346512
255,0.04600000008940697
256,0.04600000008940697
257,0.046666666865348816
258,0.046666666865348816
259,0.046666666865348816
260,0.046666666865348816
261,0.046666666865348816
262,0.046666666865348816
263,0.046666666865348816
264,0.047333333641290665
265,0.04800000041723251
266,0.04866666719317436
267,0.04933333396911621
268,0.04933333396911621
269,0.04933333396911621
270,0.04933333396911621
271,0.04933333396911621
272,0.04933333396911621
273,0.04933333396911621
274,0.05000000074505806
275,0.05000000074505806
276,0.05000000074505806
277,0.05000000074505806
278,0.052000001072883606
279,0.052666667848825455
280,0.0533333346247673
281,0.0533333346247673
282,0.0533333346247673
283,0.0533333346247673
284,0.053999997675418854
285,0.05533333122730255
286,0.0559999980032444
287,0.05666666477918625
288,0.05666666477918625
289,0.058666665107011795
290,0.059333331882953644
291,0.05999999865889549
292,0.06133333221077919
293,0.06266666948795319
294,0.06399999558925629
295,0.06399999558925629
296,0.06399999558925629
297,0.06466666609048843
298,0.06466666609048843
299,0.06599999964237213
300,0.06799999624490738
301,0.06866666674613953
302,0.06866666674613953
303,0.06933332979679108
304,0.06933332979679108
305,0.06933332979679108
306,0.06933332979679108
307,0.07000000029802322
308,0.07000000029802322
309,0.07133333384990692
310,0.07333333045244217
311,0.07400000095367432
312,0.07400000095367432
313,0.07466666400432587
314,0.07533333450555801
315,0.07666666805744171
316,0.07666666805744171
317,0.07666666805744171
318,0.07733333110809326
319,0.07800000160932541
320,0.07866666465997696
321,0.07866666465997696
322,0.07866666465997696
323,0.07866666465997696
324,0.07866666465997696
325,0.08133333176374435
326,0.0833333358168602
327,0.08533333241939545
328,0.08533333241939545
329,0.085999995470047
330,0.0873333290219307
331,0.08866666257381439
332,0.08933333307504654
333,0.09133332967758179
334,0.09133332967758179
335,0.09333333373069763
336,0.09333333373069763
337,0.09333333373069763
338,0.09533333033323288
339,0.09533333033323288
340,0.09666666388511658
341,0.09866666793823242
342,0.10066666454076767
343,0.10266666859388351
344,0.10333333164453506
345,0.10333333164453506
346,0.10599999874830246
347,0.10866666585206985
348,0.1093333289027214
349,0.11133333295583725
350,0.11400000005960464
351,0.11400000005960464
352,0.11400000005960464
353,0.11599999666213989
354,0.11800000071525574
355,0.11933333426713943
356,0.11933333426713943
357,0.12133333086967468
358,0.12266666442155838
359,0.12399999797344208
360,0.12466666847467422
361,0.12799999117851257
