,CellID,RSRP,RSRQ,SNR,CQI,DL_bitrate,UL_bitrate,RAWCELLID,PINGMAX
0,11.193137168884277,-95.00348663330078,-14.504667282104492,1.8130934238433838,10.845527648925781,83065.71875,240.90550231933594,10805003.0,-
1,11.203008651733398,-95.18319702148438,-14.335721969604492,1.9838833808898926,10.849058151245117,88751.7734375,262.32196044921875,10805003.0,-
2,11.186018943786621,-94.90162658691406,-14.445117950439453,1.6565908193588257,10.840055465698242,83338.4765625,237.11227416992188,10805003.0,-
3,11.18793773651123,-94.92778778076172,-14.470110893249512,1.7005561590194702,10.841679573059082,83054.9453125,237.59661865234375,10805003.0,-
4,11.190732955932617,-94.96974182128906,-14.479031562805176,1.7597155570983887,10.843608856201172,83294.1015625,239.99124145507812,10805003.0,-
5,11.175393104553223,-94.70464324951172,-14.736108779907227,1.4776098728179932,10.837474822998047,74842.828125,208.77171325683594,10805003.0,-
6,11.179793357849121,-94.77616882324219,-14.68567943572998,1.5640949010849,10.8396577835083,76696.046875,216.1435089111328,10805003.0,-
7,11.191018104553223,-94.98849487304688,-14.3742036819458,1.7486258745193481,10.84218692779541,85868.359375,246.9256591796875,10805003.0,-
8,11.184717178344727,-94.87628173828125,-14.486180305480957,1.6359902620315552,10.839836120605469,82146.8515625,233.1979522705078,10805003.0,-
9,11.202781677246094,-95.18832397460938,-14.276229858398438,1.9697428941726685,10.848013877868652,90193.7109375,266.0595397949219,10805003.0,-
10,11.172235488891602,-94.66690063476562,-14.665112495422363,1.3972907066345215,10.834210395812988,75940.46875,209.59962463378906,10805003.0,-
11,11.19810962677002,-95.10853576660156,-14.31294059753418,1.8826212882995605,10.845705032348633,88526.234375,258.5506591796875,10805003.0,-
12,11.184471130371094,-94.87942504882812,-14.433544158935547,1.6223474740982056,10.838869094848633,83360.15625,236.17860412597656,10805003.0,-
13,11.186040878295898,-94.88604736328125,-14.565239906311035,1.6764596700668335,10.841912269592285,80493.9375,229.75311279296875,10805003.0,-
14,11.17903995513916,-94.77733612060547,-14.58749771118164,1.5321075916290283,10.837637901306152,78839.515625,221.13992309570312,10805003.0,-
15,11.187825202941895,-94.93025207519531,-14.438796997070312,1.6931650638580322,10.8411283493042,83786.0546875,239.429443359375,10805003.0,-
16,11.187867164611816,-94.92435455322266,-14.487591743469238,1.7019068002700806,10.841902732849121,82626.421875,236.4358367919922,10805003.0,-
17,11.192270278930664,-94.98594665527344,-14.534293174743652,1.8001928329467773,10.845434188842773,82221.0078125,238.14227294921875,10805003.0,-
18,11.186685562133789,-94.91506958007812,-14.421080589294434,1.666622281074524,10.840120315551758,84024.1875,239.3201141357422,10805003.0,-
19,11.239384651184082,-95.8582534790039,-13.900007247924805,2.5957276821136475,10.863240242004395,105781.34375,333.9092712402344,10805003.0,-
20,11.185846328735352,-94.88121795654297,-14.579330444335938,1.6746841669082642,10.842002868652344,80131.8359375,228.69493103027344,10805003.0,-
21,11.167771339416504,-94.60685729980469,-14.622333526611328,1.2918226718902588,10.830434799194336,76171.5859375,207.4076385498047,10805003.0,-
22,11.195420265197754,-95.05560302734375,-14.386852264404297,1.8403908014297485,10.845157623291016,86276.9609375,250.8345184326172,10805003.0,-
23,11.208980560302734,-95.29336547851562,-14.242257118225098,2.085695505142212,10.851226806640625,92040.453125,275.1067199707031,10805003.0,-
24,11.19235897064209,-94.99462890625,-14.48121166229248,1.7933918237686157,10.844675064086914,83503.0390625,241.56590270996094,10805003.0,-
25,11.23255443572998,-95.70735931396484,-14.098530769348145,2.5051522254943848,10.862528800964355,99434.640625,311.15997314453125,10805003.0,-
26,11.172956466674805,-94.6689453125,-14.735710144042969,1.4244766235351562,10.835801124572754,74459.390625,206.331298828125,10805003.0,-
27,11.18614387512207,-94.8988265991211,-14.480661392211914,1.6649346351623535,10.840681076049805,82511.125,235.04547119140625,10805003.0,-
28,11.196174621582031,-95.06066131591797,-14.43497085571289,1.863430380821228,10.846364974975586,85228.578125,248.53651428222656,10805003.0,-
29,11.176998138427734,-94.74242401123047,-14.622797012329102,1.4939664602279663,10.836809158325195,77689.453125,216.94845581054688,10805003.0,-
30,11.167257308959961,-94.57209777832031,-14.857481002807617,1.3182015419006348,10.833724975585938,70832.2421875,193.89700317382812,10805003.0,-
31,11.17653751373291,-94.75740051269531,-14.447296142578125,1.455894112586975,10.833800315856934,81707.25,226.85061645507812,10805003.0,-
32,11.183540344238281,-94.85041046142578,-14.54689884185791,1.6210519075393677,10.839997291564941,80520.9921875,228.26025390625,10805003.0,-
33,11.197277069091797,-95.0887451171875,-14.359322547912598,1.8734041452407837,10.845895767211914,87249.9609375,254.6114044189453,10805003.0,-
34,11.1898193359375,-94.97433471679688,-14.341175079345703,1.718648910522461,10.840916633605957,86474.6796875,247.74073791503906,10805003.0,-
