,CellID,RSRP,RSRQ,SNR,CQI,DL_bitrate,UL_bitrate,RAWCELLID,PINGMAX
0,11.0,-95.99999999999999,-17.0,2.9999999999999996,8.0,61756.0,256.0,10805003.0,-
1,11.0,-97.0,-16.0,4.999999999999999,8.0,25025.0,145.0,10805003.0,-
2,11.0,-95.99999999999999,-12.000000000000002,7.0,10.000000000000002,6614.999999999999,27.999999999999996,10805003.0,79.0
3,11.0,-95.0,-15.0,4.0,11.0,36005.0,149.0,10805003.0,-
4,11.0,-95.0,-16.0,2.9999999999999996,10.000000000000002,36367.0,136.0,10805003.0,-
5,11.0,-98.00000000000001,-15.0,1.9999999999999993,13.999999999999998,198330.0,193.0,10805003.0,-
6,11.0,-95.0,-16.0,2.9999999999999996,8.0,68472.0,139.0,10805003.0,-
7,11.0,-95.0,-15.0,4.0,13.999999999999998,41735.0,151.0,10805003.0,-
8,11.0,-95.0,-15.0,5.999999999999998,11.0,40645.0,154.0,10805003.0,-
9,11.0,-95.99999999999999,-15.0,4.0,11.0,1769.0,37.0,10805003.0,-
10,11.0,-95.0,-12.000000000000002,7.0,8.0,29373.0,158.0,10805003.0,77.0
11,11.0,-95.99999999999999,-13.0,2.9999999999999996,12.0,1790.0,27.0,10805003.0,123.0
12,11.0,-95.0,-12.000000000000002,5.999999999999998,12.0,2.0,2.0,10805003.0,-
13,11.0,-95.99999999999999,-16.0,4.999999999999999,8.0,66695.0,235.00000000000003,10805003.0,-
14,11.0,-95.0,-15.0,5.999999999999998,10.000000000000002,60788.0,223.0,10805003.0,-
15,11.0,-95.99999999999999,-13.0,4.0,12.0,45202.0,204.0,10805003.0,-
16,11.0,-95.99999999999999,-15.0,4.999999999999999,10.000000000000002,57020.0,221.0,10805003.0,-
17,11.0,-95.99999999999999,-14.0,0.0,6.999999999999999,29058.0,214.0,10805003.0,-
18,11.0,-95.99999999999999,-10.0,4.0,12.0,0.0,2.0,10805003.0,-
19,11.0,-101.0,-14.0,1.9999999999999993,11.0,6064.0,27.0,10805003.0,75.0
20,11.0,-95.0,-13.0,0.0,8.0,17575.0,183.0,10805003.0,-
21,11.0,-95.99999999999999,-10.0,10.0,11.0,57854.0,245.0,10805003.0,-
22,11.0,-95.0,-15.0,0.0,12.0,38179.0,347.0,10805003.0,-
23,11.0,-95.99999999999999,-15.0,0.0,12.0,0.0,0.0,10805003.0,-
24,11.0,-95.0,-13.0,-1.0000000000000002,10.000000000000002,0.0,0.0,10805003.0,81.0
25,11.0,-102.0,-18.0,-2.9999999999999996,15.0,165814.0,252.0,10805003.0,-
26,11.0,-95.0,-15.0,4.999999999999999,8.0,79162.0,238.0,10805003.0,-
27,11.0,-95.0,-15.0,4.999999999999999,11.0,39189.0,155.0,10805003.0,-
28,11.0,-97.0,-12.000000000000002,-2.0,11.0,46392.00000000001,211.0,10805003.0,-
29,11.0,-93.99999999999999,-16.0,5.999999999999998,10.000000000000002,51572.0,141.0,10805003.0,-
30,11.0,-95.0,-16.0,4.999999999999999,8.0,114474.0,175.00000000000003,10805003.0,-
31,11.0,-95.0,-13.0,14.000000000000002,11.0,10955.0,105.0,10805003.0,-
32,11.0,-97.0,-10.0,1.0000000000000002,11.0,55219.0,190.00000000000003,10805003.0,-
33,11.0,-95.99999999999999,-16.0,8.000000000000002,8.0,0.0,0.0,10805003.0,-
34,11.0,-95.99999999999999,-14.0,10.999999999999998,10.000000000000002,6326.0,127.00000000000001,10805003.0,-
35,11.0,-95.99999999999999,-11.0,7.0,11.0,13797.0,111.99999999999999,10805003.0,-
36,11.0,-95.99999999999999,-14.0,4.0,10.000000000000002,48338.0,241.0,10805003.0,-
37,11.0,-95.0,-13.0,-1.0000000000000002,10.000000000000002,3510.0,66.0,10805003.0,-
38,11.0,-95.0,-15.0,1.9999999999999993,13.0,279.0,11.0,10805003.0,-
39,11.0,-95.99999999999999,-11.0,2.9999999999999996,6.0,2.0,2.0,10805003.0,182.0
